scenario_name,density,region_radius_m,coherence,seed,frequency_khz,mean_abs_v,var_v,rms_abs_v,p90_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,sample_size,exceedance_probability_fixed_tau03,exceedance_tau_fixed_v
coherence_sweep,12.0,500.0,0.0,7,2.0,0.13306343725294478,0.011727732086152423,0.17156226397352303,0.2588016064988576,0.3221068285891165,0.5800149736790794,0.0,1.0,1024,0.0576171875,0.3
coherence_sweep,12.0,500.0,0.0,7,3.0,0.1148788045313753,0.007199687566438617,0.14281746145691201,0.21538052491888626,0.2725798187745901,0.44313931148987806,0.0,1.0,1024,0.0361328125,0.3
coherence_sweep,12.0,500.0,0.0,7,4.0,0.10492814392618037,0.005302090094035274,0.12771846178931415,0.19732368097591474,0.2456913735491336,0.3741312904829324,0.0,1.0,1024,0.0205078125,0.3
coherence_sweep,12.0,500.0,0.0,7,5.0,0.09877682931922716,0.004382411850006173,0.11890867865873335,0.18241081516531998,0.2274464785743156,0.3227885584025028,0.0,1.0,1024,0.0146484375,0.3
coherence_sweep,12.0,500.0,0.0,7,6.0,0.09463198359768848,0.0038627595429422,0.11321648229200279,0.17597712518858294,0.2088601552710924,0.29814728866809953,0.0,1.0,1024,0.0107421875,0.3
coherence_sweep,12.0,500.0,0.0,7,7.0,0.09155638366765613,0.0035216285145768544,0.10910636968058238,0.1697015516027355,0.19913088501401333,0.28580616390436886,0.0,1.0,1024,0.0087890625,0.3
coherence_sweep,12.0,500.0,0.0,7,8.0,0.08914858972478555,0.0032190304026157674,0.10567166816386457,0.16289754378907162,0.19556779856510675,0.27534656616093356,0.0,1.0,1024,0.0048828125,0.3
coherence_sweep,12.0,500.0,0.0,7,9.0,0.0874325613690959,0.003033963622705427,0.10333642344433132,0.1597319057836648,0.1929534324293415,0.26679337039558193,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,10.0,0.0859345128563532,0.0028731019461512987,0.10128100733113801,0.15669663938430928,0.18216622436514912,0.25272746801727414,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,11.0,0.08497816245623635,0.002800837390660367,0.10011056630095978,0.15134049792740956,0.17884605174348975,0.2547449268749521,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,12.0,0.08412929022516197,0.00273122905694491,0.09904022683099248,0.15413586494042383,0.17894279741440464,0.2496270494665177,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,13.0,0.08338092097350025,0.0026497324045677813,0.09799035864286279,0.1498765774005848,0.1773277213413,0.2479770509949803,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,14.0,0.08280293250652027,0.002595269903451778,0.09721931667693992,0.14767566385215927,0.1729968402734205,0.23957925633661387,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,15.0,0.08267455980682913,0.0025807706743310906,0.09703532095883466,0.1511921256181106,0.17398014214598492,0.24597610182592922,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,16.0,0.08237454731349102,0.002547643096958289,0.09660853555489214,0.14905419600769684,0.17355648680719393,0.2359671633975733,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,17.0,0.08232334404361186,0.002523393494173234,0.09643923718433342,0.1482701209634542,0.17389592338723173,0.2400647382045316,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,18.0,0.0826332646312509,0.0025526102574018263,0.0968548743276257,0.14922519454768038,0.1712716956175527,0.2439609104843738,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,19.0,0.08275262130013072,0.0025413490031854858,0.0968986343310799,0.14980996686139736,0.17113827279391866,0.24559948171151194,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,20.0,0.08330224007278673,0.0025563248588451296,0.0974453080450225,0.15060209930293839,0.16924120782954855,0.24012960263444588,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,21.0,0.08339404896875628,0.002564160660284026,0.0975639690853511,0.14954698073749825,0.1717750757534931,0.24437067062327975,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,22.0,0.0833315382380495,0.002556344948832862,0.09747045816016443,0.15048473557428307,0.17303584802712732,0.2423438850860124,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,23.0,0.08295865879718702,0.0025584657181048982,0.09716277470066916,0.14950083541724563,0.17153921150056206,0.24608934148422001,0.0,1.0,1024,0.00390625,0.3
coherence_sweep,12.0,500.0,0.0,7,24.0,0.08223550567763789,0.0024783324459210707,0.09613017653150276,0.14593749353975943,0.16959204682444304,0.24497516712404546,0.0,1.0,1024,0.00390625,0.3
coherence_sweep,12.0,500.0,0.0,7,25.0,0.0815713583768333,0.0024459510467754373,0.09539306869064025,0.14653951727219683,0.17058107960775462,0.23710511159444397,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,26.0,0.0812073481305402,0.002409868578690413,0.09489205429900421,0.1434405105973321,0.1723284667403846,0.23253917938552854,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,27.0,0.08063966819135417,0.0023709115532435875,0.09420014670506242,0.14215365174376335,0.1689036712466429,0.23824541148366168,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,28.0,0.08026697760790111,0.0023422477664202983,0.09372851999646423,0.14259262229982983,0.17315791421371093,0.22935693421811937,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,29.0,0.08028268899628327,0.0023577855685115935,0.09382481399387656,0.14251599785289848,0.16965872575480773,0.2300686693893685,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,30.0,0.07994028217688998,0.0023151985967778867,0.09330405838600313,0.14024472371639543,0.17013560170594755,0.23391259510498225,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,31.0,0.07987243224016466,0.0023037906345791306,0.09318474159721014,0.13758579213527802,0.16941904954570175,0.23182653274567605,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,32.0,0.0796237380395099,0.002288179095544853,0.0928876673995496,0.13982558146595622,0.16960029456774134,0.23467018649880958,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,33.0,0.07964886325900465,0.0022946264054961056,0.09294389610914601,0.1406774793826803,0.17146248942014314,0.2295531244157368,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,34.0,0.07964663066716329,0.0022993809181636265,0.09296755721645666,0.13913224610099892,0.17124060956258563,0.2282707454428747,0.0,1.0,1024,0.001953125,0.3
coherence_sweep,12.0,500.0,0.0,7,35.0,0.07955843472608883,0.0022697844964825755,0.09273256727033881,0.1407717042286023,0.16844698069992609,0.22560250762362433,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,36.0,0.07942953922707031,0.002253752585901846,0.0925354218001223,0.13942473874188233,0.16835825245958932,0.22889592350547294,0.0,1.0,1024,0.0029296875,0.3
coherence_sweep,12.0,500.0,0.0,7,37.0,0.07967187946212054,0.0022685357031254284,0.09282318719022792,0.14061746166865066,0.17061888090760574,0.23057938986534912,0.0,1.0,1024,0.0009765625,0.3
coherence_sweep,12.0,500.0,0.0,7,38.0,0.07955343322232163,0.00226493550039687,0.0927021263933857,0.1384462697739453,0.1707382266671823,0.23521272213126565,0.0,1.0,1024,0.0009765625,0.3
coherence_sweep,12.0,500.0,0.0,7,39.0,0.07961663276234084,0.002250183253271775,0.09267681190937255,0.1396758866514685,0.17141244374906656,0.22725013340225408,0.0,1.0,1024,0.001953125,0.3
