scenario_name,density,region_radius_m,coherence,frequency_khz,mean_abs_v,var_v,rms_abs_v,p90_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,sample_size,exceedance_probability_fixed_tau03,exceedance_tau_fixed_v
coherence_sweep,12.0,500.0,0.0,2.0,0.1397325627334502,0.014760019690069182,0.18516265492298056,0.27604287509198167,0.35293609156233374,0.5546810467489277,0.0009765625,1.0,1024,0.08203125,0.3
coherence_sweep,12.0,500.0,0.0,3.0,0.12138310110482536,0.00984752938445935,0.15678452289139896,0.23299306588302007,0.2987946200528064,0.46197667624862193,0.0009765625,1.0,1024,0.0498046875,0.3
coherence_sweep,12.0,500.0,0.0,4.0,0.11101719763184546,0.007697197027030536,0.14149917030519568,0.20935882073391573,0.26870610297310726,0.40611789348652444,0.0009765625,1.0,1024,0.025390625,0.3
coherence_sweep,12.0,500.0,0.0,5.0,0.10439682630954994,0.0064701676296799095,0.13179098972686354,0.19620222977525395,0.24975715482928856,0.347411242197615,0.0009765625,1.0,1024,0.021484375,0.3
coherence_sweep,12.0,500.0,0.0,6.0,0.09975999452259887,0.005667572676707414,0.1249785148889855,0.18686274578509982,0.23175599545891654,0.33522697901875564,0.0009765625,1.0,1024,0.0146484375,0.3
coherence_sweep,12.0,500.0,0.0,7.0,0.09654995474794202,0.005286205582846016,0.12086397041581776,0.1755064082171542,0.22095881821445132,0.3231853040559112,0.0009765625,1.0,1024,0.013671875,0.3
coherence_sweep,12.0,500.0,0.0,8.0,0.09366235618444874,0.004771461409908379,0.11637911486143432,0.17271927340943982,0.2180228098309094,0.313448984934416,0.0009765625,1.0,1024,0.01171875,0.3
coherence_sweep,12.0,500.0,0.0,9.0,0.0917084797116193,0.004505887105896443,0.1136500433652048,0.16846922115854393,0.21032212750503512,0.3051904227421225,0.0,1.0,1024,0.0107421875,0.3
coherence_sweep,12.0,500.0,0.0,10.0,0.09003487003593545,0.004209167942283046,0.11097497810169117,0.16575324262185367,0.20064642064234783,0.2948172495983664,0.0,1.0,1024,0.009765625,0.3
coherence_sweep,12.0,500.0,0.0,11.0,0.0889443020881891,0.004108098829491707,0.1096320560030083,0.1617669186146327,0.19756473123449697,0.2832480219452046,0.0,1.0,1024,0.0078125,0.3
