realization_id,frequency_hz,Tw_s,delta_f_hz,lambda_per_m2,region_shape,region_R_m,charger_id_within_realization,x_m,y_m,distance_m,I_sh_A,phi_rad,Y_real_S,Y_imag_S,Ztr_real_ohm,Ztr_imag_ohm,denom_real,denom_imag,denom_mag,Vi_real_V,Vi_imag_V,Vagg_real_V,Vagg_imag_V,Vagg_mag_V,denom_mag_min_over_domain,seed
1,20000.0,0.2,5.0,2e-05,disk,500.0,1,-267.3421381227147,54.778547709157266,272.89651537743947,0.767978153945279,1.8524932872282072,0.0,0.2764601535159018,0.012995016992629038,0.0051980067970516155,0.9985629582429104,0.0035926043927239763,0.9985694209123145,-0.006587767831439827,0.008512724835845953,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,2,104.07415156299236,454.8700233134615,466.62422475986574,0.7477535093118038,2.1931619381151144,0.0,0.2764601535159018,0.003742190937255627,0.0014968763749022508,0.9995861733276002,0.0010345666809995072,0.9995867087131225,-0.0025400560197740975,0.0016243691635807066,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,3,-161.3384336306099,-434.2667249327322,463.26847351204464,1.8984110783023225,5.247634037224897,0.0,0.2764601535159018,0.003817558113008259,0.0015270232452033038,0.9995778389192087,0.0010554027019781397,0.9995783960917016,0.006187566332505836,-0.004763657566260288,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,4,299.5949390686992,-165.3450713413865,342.1931035723336,1.6180024284643197,1.1101451227847603,0.0,0.2764601535159018,0.008108859094271895,0.0032435436377087584,0.9991032894279835,0.002241776430041225,0.9991058044608585,0.0011639442658427008,0.014095510025747755,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,5,59.129165996731146,488.5908519965223,492.1557466149883,0.8717546670486196,3.215319303832446,0.0,0.2764601535159018,0.003219762571540325,0.0012879050286161303,0.9996439455780749,0.0008901360548127931,0.999644341890203,-0.0027186643227683077,-0.0013244905380192732,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,6,-225.3703795723663,-388.0244112068737,448.7256975937901,2.6809780648141057,1.3501141345323804,0.0,0.2764601535159018,0.0041642029656958875,0.0016656811862783552,0.999539505523533,0.0011512361911676587,0.9995401685009946,-0.0019007781697544825,0.011878557227274591,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,7,144.89627931284437,139.0868292313813,200.84839512514216,0.6255436923726728,0.628863280766938,0.0,0.2764601535159018,0.022314609302266704,0.008925843720906683,0.9975323598746592,0.006169100313352023,0.9975514356642382,0.008102431680746335,0.012707640976718115,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,8,250.02772363358844,-229.7642260528098,339.5665798618008,1.1464415976809883,0.668440872019041,0.0,0.2764601535159018,0.008249749336218819,0.003299899734487528,0.9990877092128165,0.0022807269679587638,0.9990903124420815,0.00510255514869128,0.00882701395788223,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,9,336.8605773996248,-42.42797177436695,339.52198956016844,1.0641218423260042,2.980219490945068,0.0,0.2764601535159018,0.008252165456375807,0.0033008661825503233,0.9990874420284367,0.0022813949289082775,0.999090046783445,-0.009244672082088234,-0.002036730204891589,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,10,-346.36367364855187,-169.07827706783613,385.4286681080541,2.320107582989761,5.104773638074402,0.0,0.2764601535159018,0.006143768161939174,0.0024575072647756695,0.9993205971643137,0.001698507089215814,0.9993220406071169,0.010707622365369415,-0.011016269879823884,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,11,347.7041505183676,-349.8415341084522,493.2415992949651,0.6507940446524332,5.841662542757422,0.0,0.2764601535159018,0.003199400251665637,0.0012797601006662549,0.9996461973261063,0.0008845066847342969,0.9996465886405155,0.002239041087541523,-0.00013877664362670747,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,12,258.4489746545622,104.65333632897384,278.8336301538605,0.8191792957641849,3.621307916789165,0.0,0.2764601535159018,0.012460921449502279,0.004984368579800911,0.9986220206972484,0.0034449482568789935,0.9986279627018003,-0.007209686842041128,-0.00831998431656319,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,13,277.66489841973083,-393.1946971433545,481.3521223346727,1.1093889013773068,2.9723206895147185,0.0,0.2764601535159018,0.0034303095396773266,0.0013721238158709308,0.9996206624392215,0.0009483439019462562,0.999621112287843,-0.004009930259811445,-0.0008558841333771958,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,14,445.46051775399087,21.643015197754334,445.9859784617716,1.4088398988034365,3.106649613957816,0.0,0.2764601535159018,0.0042333445413175585,0.0016933378165270231,0.9995318595672886,0.0011703510817783571,0.9995325447486423,-0.006049179794158126,-0.0021697601225558103,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,15,405.3200837283975,-9.656024437585383,405.43508615009426,0.9930070735995812,3.267078777916947,0.0,0.2764601535159018,0.005422138979924688,0.0021688555919698754,0.9994003978500902,0.0014990053747745346,0.9994015220320769,-0.005079586540536439,-0.002804695125869879,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,16,87.22525177255478,95.70531896447072,129.49035726600127,1.047297901249734,1.8185115697352872,0.0,0.2764601535159018,0.041487866363686454,0.016595146545474584,0.9954121032384192,0.011469741903951976,0.9954781817060968,-0.027187932255250794,0.03835022108472842,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
1,20000.0,0.2,5.0,2e-05,disk,500.0,17,-293.1584482899139,-33.90487237901451,295.1125483180737,0.5044357797642602,0.24735166545592485,0.0,0.2764601535159018,0.011124647466862305,0.004449858986744922,0.9987697913014004,0.0030755217464990413,0.9987745265325184,0.004908220831836053,0.003539553948778121,-0.08702350752629603,0.08506262225243189,0.12169116881121335,0.9748072424801569,20260219
